450905-7,0B943B-14,7085CA-14,2AD75E-14,1A9B20-7,BAAF62-7,75A2B6-7,DF309F-7,0BF51C-7,B85D75-7,180E1A-7,82CCF5-7,3F05F3-7,40067F-21,0E1F8E-14,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr1:89357251-89357260,31,69,80,9,52,41,125,62,8,63,131,52,55,34,99,137,24,31,40,36,72,18
chr1:89357301-89357310,38,63,97,15,56,47,120,67,9,70,133,60,51,32,98,125,27,45,49,37,78,25
chr1:89458551-89458560,82,88,109,28,79,96,207,111,43,138,239,105,106,62,134,205,30,81,80,74,98,45
chr1:89458651-89458660,59,88,99,26,73,98,199,104,34,118,262,93,106,54,129,204,39,77,57,80,100,42
chr1:89594651-89594660,9,10,34,9,11,9,31,11,3,14,29,13,14,9,33,27,1,7,7,6,15,7
chr1:89738551-89738560,13,21,23,7,17,10,72,23,6,24,69,24,34,9,32,45,10,16,6,15,12,9
chr1:89824001-89824010,8,14,20,11,10,8,37,20,6,15,33,15,14,6,38,33,3,4,9,7,18,8
chr1:89985551-89985560,14,14,22,6,15,17,43,23,8,11,30,21,19,7,21,45,2,9,8,9,17,4
chr1:90228701-90228710,18,29,45,14,29,28,77,41,11,37,69,47,40,20,64,74,11,14,24,30,42,15
chr1:90270401-90270410,9,8,24,4,8,13,28,18,2,15,26,7,19,7,28,18,5,7,9,11,21,7
chr1:90460651-90460660,36,51,77,18,61,55,130,87,30,63,165,65,63,39,107,160,17,40,46,45,82,33
chr1:90460701-90460710,44,42,84,28,66,60,163,87,25,68,155,77,77,40,118,181,15,40,44,40,68,35
chr1:91852851-91852860,335,235,310,140,240,473,476,292,168,388,313,267,494,231,397,357,118,156,341,364,328,230
chr1:91852901-91852910,375,256,358,148,257,524,542,330,185,455,368,285,553,256,434,402,123,170,361,408,357,245
chr1:91852951-91852960,388,280,358,149,265,544,562,351,209,474,401,293,601,284,472,417,127,184,342,416,362,247
chr1:91853001-91853010,400,308,400,168,269,576,586,376,229,469,457,358,648,309,496,448,143,188,392,429,417,284
chr1:91853051-91853060,341,253,372,131,230,482,499,341,181,381,369,333,529,256,416,388,111,146,342,398,369,240
chr1:91853101-91853110,263,220,302,115,186,400,393,257,131,305,275,255,393,196,329,324,88,129,261,309,288,191
chr1:92546051-92546060,21,14,50,13,51,55,148,84,22,41,148,45,69,27,97,139,12,20,30,22,45,18
chr1:92546101-92546110,25,21,46,12,66,53,173,88,23,46,147,42,71,30,110,153,12,21,30,22,42,21
chr1:92764501-92764510,39,42,43,18,79,43,178,89,21,66,135,48,89,26,125,172,16,35,36,27,47,18
chr1:92764551-92764560,31,45,55,22,59,43,174,88,27,61,128,57,72,19,137,174,21,40,44,28,45,23
chr1:93049551-93049560,8,12,14,4,19,13,82,51,4,15,60,16,30,9,54,63,4,10,10,14,21,12
chr1:93049601-93049610,9,16,16,3,24,15,84,48,2,17,61,21,36,10,54,63,7,10,8,14,18,10
chr1:93297551-93297560,60,70,106,26,71,64,187,107,26,96,173,77,85,43,119,174,13,47,52,49,91,42
chr1:93297601-93297610,65,60,116,26,80,69,198,115,32,102,179,86,87,43,121,209,19,46,44,49,100,34
chr1:93297651-93297660,53,32,75,19,72,62,181,90,26,86,144,54,81,33,113,180,15,44,32,37,61,19
chr1:93324601-93324610,5,26,27,5,18,16,42,29,10,19,82,22,20,8,43,46,8,11,29,26,32,14
chr1:93324651-93324660,5,22,19,5,21,13,44,26,11,19,73,26,25,8,49,53,6,9,20,17,25,11
chr1:93430701-93430710,14,9,14,5,19,16,80,27,4,21,43,25,23,7,32,46,9,10,12,11,20,11
chr1:93446951-93446960,13,19,29,6,35,24,97,64,12,23,87,26,52,6,62,81,13,9,20,21,24,11
chr1:93447001-93447010,13,25,36,7,31,24,88,59,12,26,94,28,48,9,67,81,10,11,25,21,37,7
chr1:93447051-93447060,9,20,39,3,26,20,76,47,10,27,83,28,39,7,69,76,12,12,25,17,24,14
chr1:93495001-93495010,12,8,17,8,18,13,84,54,9,12,65,18,32,8,35,65,6,11,14,8,22,9
chr1:93495051-93495060,9,11,15,8,17,20,92,47,7,15,64,15,31,7,42,64,7,12,13,8,23,8
chr1:93508101-93508110,7,17,20,12,32,10,73,57,5,30,69,20,46,16,44,62,4,9,23,15,18,7
chr1:93508151-93508160,12,19,34,14,46,11,87,63,6,29,97,28,55,18,57,86,6,15,21,19,27,11
chr1:93508201-93508210,10,24,26,9,32,9,63,40,7,25,61,20,33,13,42,63,3,9,16,19,27,7
chr1:93544801-93544810,31,34,69,14,45,40,115,59,22,38,114,50,48,12,44,103,17,24,29,30,54,22
chr1:93546151-93546160,7,10,27,9,16,20,74,36,6,13,67,23,32,13,50,60,8,10,8,16,27,6
chr1:94310001-94310010,13,16,13,3,19,11,51,24,8,13,40,12,14,8,35,27,3,6,13,12,15,11
chr1:94344751-94344760,22,26,46,11,33,23,103,58,14,35,81,33,51,21,79,106,11,24,14,18,34,20
chr1:94883851-94883860,80,104,148,29,89,74,220,126,55,106,283,122,135,79,171,280,31,72,89,84,124,55
chr1:94883901-94883910,87,95,140,29,101,73,233,133,61,91,291,111,125,75,168,282,32,69,80,83,120,46
chr1:95320151-95320160,25,18,48,15,37,35,89,43,20,41,82,27,55,27,77,87,9,14,27,18,32,15
chr1:95509101-95509110,26,18,28,6,20,17,57,29,12,19,86,24,27,9,36,61,9,13,15,23,42,9
chr1:95509151-95509160,18,15,35,9,13,19,43,24,10,17,76,29,30,8,45,46,9,9,16,19,39,8
chr1:95538251-95538260,44,55,66,21,60,59,202,107,24,61,178,50,94,46,108,200,28,38,45,38,53,26
chr1:95538451-95538460,52,53,64,24,78,59,215,108,21,65,195,50,93,50,122,198,25,45,41,42,64,19
chr1:95538501-95538510,44,53,76,29,77,57,193,107,22,62,207,59,97,47,125,191,23,43,44,46,65,24
chr1:95538551-95538560,38,46,73,26,73,48,196,111,26,62,200,54,99,43,138,201,22,42,53,45,67,37
chr1:95699651-95699660,69,82,115,32,111,77,253,139,48,103,271,90,129,55,165,285,31,56,75,69,116,37
chr1:95699701-95699710,65,76,110,30,124,73,275,155,51,100,258,96,156,59,187,308,27,56,81,65,119,41
chr1:95699751-95699760,62,74,96,27,118,71,262,155,49,103,223,91,155,50,177,295,27,46,77,51,105,48
chr1:97187301-97187310,56,76,107,33,103,75,300,156,42,98,258,97,154,60,200,293,34,67,77,56,83,40
chr1:98386651-98386660,38,79,72,33,93,102,312,184,39,113,267,76,146,43,207,330,20,55,40,41,95,45
chr1:99260051-99260060,9,16,22,8,23,15,50,33,10,16,62,20,30,11,39,45,5,3,13,12,21,11
chr1:99337201-99337210,27,65,55,16,70,49,177,115,17,70,260,92,92,33,124,152,19,36,40,33,71,19
chr1:99337251-99337260,26,64,62,11,71,45,178,123,12,58,277,98,93,31,122,165,21,31,50,36,70,18
chr1:99337301-99337310,28,53,59,13,58,36,167,117,15,43,242,66,94,29,105,143,21,31,39,37,70,19
chr1:99646051-99646060,5,17,15,5,12,7,23,19,6,7,44,15,25,6,22,28,3,8,7,2,11,13
chr1:100315601-100315610,31,33,75,16,59,41,170,86,30,49,145,50,82,25,115,191,14,30,27,32,42,17
chr1:100315651-100315660,30,37,75,18,60,39,181,84,30,49,155,53,89,31,118,212,14,33,37,36,43,14
chr1:100315701-100315710,31,43,61,19,57,50,166,79,24,57,138,47,87,30,118,185,14,28,40,37,41,16
chr1:100503601-100503610,49,84,113,23,93,72,213,145,35,85,213,88,112,48,165,237,28,56,63,52,78,33
chr1:100503651-100503660,49,75,112,25,93,69,248,148,39,93,223,94,116,52,166,263,30,57,53,54,78,33
chr1:100598551-100598560,39,47,105,12,55,50,180,102,20,76,164,82,80,41,118,186,19,33,49,33,77,32
chr1:100598601-100598610,41,57,95,18,56,58,178,108,16,69,201,88,78,44,123,211,24,41,54,44,87,41
chr1:100715401-100715410,42,45,56,15,58,43,176,86,20,57,147,44,80,23,124,187,20,31,37,31,59,24
chr1:100715451-100715460,39,55,67,26,76,54,217,113,21,70,209,75,102,20,161,210,26,38,54,51,77,30
chr1:100715501-100715510,33,48,55,23,68,49,217,99,20,65,170,63,95,22,156,201,17,36,47,45,60,35
chr1:100731701-100731710,26,55,72,13,61,38,141,92,20,62,119,48,87,30,113,170,17,24,38,40,71,30
chr1:100731751-100731760,27,58,79,17,62,42,150,94,18,66,133,56,84,35,127,171,24,26,45,42,77,25
chr1:100731801-100731810,33,43,61,18,56,27,135,82,19,56,106,54,72,34,119,172,15,21,38,36,70,19
chr1:100866101-100866110,6,14,19,4,24,16,85,45,8,24,71,16,49,10,56,75,7,9,9,14,34,6
chr1:100866151-100866160,5,16,19,6,26,15,75,43,4,25,68,18,45,9,54,66,8,7,8,13,25,4
chr1:100905851-100905860,4,19,19,6,28,19,80,33,13,22,81,22,39,9,42,84,10,9,14,13,33,11
chr1:100905901-100905910,7,18,26,9,27,21,110,57,14,19,93,46,35,9,49,92,11,10,18,15,38,11
chr1:100911301-100911310,5,15,20,1,14,9,74,33,7,15,63,19,29,2,49,39,4,2,11,9,21,0
chr1:100918351-100918360,8,11,21,4,14,8,43,34,6,11,60,24,34,5,43,38,4,1,7,6,13,3
chr1:100918401-100918410,8,10,18,3,11,7,39,34,7,8,40,18,30,4,38,35,3,2,7,6,13,5
chr1:100929451-100929460,10,13,17,7,13,18,38,26,9,12,34,26,21,7,31,41,3,4,11,15,19,7
chr1:101153051-101153060,8,8,1,7,3,6,13,6,5,3,7,16,6,3,3,4,2,3,27,20,19,21
chr1:101393051-101393060,13,21,16,14,37,16,106,55,13,21,103,21,38,12,52,81,6,14,11,17,27,4
chr1:101393101-101393110,9,18,16,14,36,16,105,58,12,25,99,19,40,13,63,92,6,13,16,20,27,4
chr1:101415201-101415210,16,24,27,8,27,26,61,33,5,22,75,22,37,10,46,40,8,9,12,12,23,7
chr1:101415251-101415260,19,19,17,8,28,21,66,31,7,22,70,27,37,12,40,40,7,12,15,10,21,7
chr1:101415301-101415310,16,12,13,6,26,14,58,31,7,12,49,25,27,8,36,36,6,7,13,6,12,7
chr1:101491351-101491360,26,34,79,26,44,40,129,77,24,42,131,61,74,33,106,150,24,21,34,36,61,22
chr1:101491401-101491410,31,38,77,28,41,39,125,67,27,45,135,47,83,31,103,145,23,26,34,38,62,24
chr1:101491451-101491460,31,32,41,23,41,36,127,68,24,45,93,40,88,32,88,133,23,20,29,34,39,16
chr1:101577701-101577710,17,34,35,8,52,30,134,61,21,42,150,49,68,20,93,152,14,13,29,21,33,22
chr1:101577751-101577760,22,41,44,11,56,32,122,71,16,56,161,62,83,27,95,148,17,15,29,28,47,22
chr1:101577801-101577810,23,40,42,13,56,42,113,74,16,56,135,39,66,34,87,144,23,16,26,15,50,23
chr1:101823101-101823110,21,26,28,9,16,22,44,19,6,16,47,14,24,6,31,47,3,10,14,15,21,10
chr1:101823151-101823160,17,21,26,6,18,20,50,29,3,20,70,19,36,4,33,59,8,9,20,16,36,8
chr1:104057751-104057760,6,12,12,1,25,14,28,25,5,7,52,19,18,3,38,36,7,3,5,6,19,4
chr1:104057801-104057810,9,12,12,1,20,12,32,30,5,10,53,13,15,5,33,31,4,3,8,8,15,9
chr1:108113401-108113410,95,18,24,41,102,135,176,136,55,109,20,23,217,72,128,143,37,61,19,26,21,13
chr1:108113451-108113460,130,39,49,48,145,190,241,186,74,156,48,39,288,95,193,211,51,76,43,63,56,36
chr1:108113501-108113510,92,12,23,43,113,138,193,152,56,119,13,11,233,78,157,168,41,57,24,25,18,13
chr1:108113551-108113560,54,11,16,30,86,89,122,104,41,71,7,9,156,50,112,111,32,36,21,24,15,10
chr1:108742951-108742960,44,36,51,20,47,56,138,54,19,43,94,39,74,21,56,149,15,23,27,28,41,19
chr1:109102601-109102610,23,49,81,18,43,38,110,80,16,56,104,66,59,28,56,96,14,31,40,32,52,33
chr1:109189601-109189610,18,35,59,15,31,30,70,33,14,41,72,40,36,27,62,67,10,19,11,19,37,11
chr1:109203701-109203710,27,30,62,18,31,34,93,49,17,35,82,38,48,28,73,106,9,23,23,21,48,11
chr1:109203801-109203810,24,27,54,10,25,40,89,54,16,44,73,37,54,26,73,123,13,29,21,18,42,14
chr1:109289201-109289210,43,68,119,19,52,45,104,67,27,58,140,74,57,40,88,128,11,37,51,51,78,39
chr1:109289251-109289260,44,60,118,17,50,43,108,62,29,69,136,74,56,34,100,124,19,44,49,51,88,42
chr1:109419551-109419560,20,30,53,15,28,24,76,30,12,29,45,45,36,18,45,72,5,23,20,20,46,13
chr1:109419601-109419610,18,27,54,13,29,26,80,32,8,34,44,40,38,23,53,71,6,25,21,28,36,18
chr1:109506101-109506110,23,42,72,17,43,28,102,59,29,48,105,39,60,31,58,90,14,31,33,31,46,23
chr1:109584701-109584710,39,51,120,19,40,63,138,84,32,59,150,96,85,46,111,157,29,31,51,42,102,38
chr1:109584751-109584760,44,47,131,21,43,51,111,75,32,66,160,116,83,42,111,139,32,42,75,56,106,53
chr1:109584801-109584810,44,52,127,20,35,46,104,75,29,54,143,111,66,43,103,117,32,47,71,56,89,44
chr1:109618651-109618660,15,21,48,6,20,15,64,33,5,28,52,36,34,14,48,60,9,23,17,11,28,12
chr1:109633351-109633360,21,31,53,16,29,38,79,46,18,33,71,39,38,22,60,79,12,25,28,22,35,19
chr1:109642701-109642710,25,31,76,16,39,46,83,46,13,50,116,49,47,29,80,71,21,36,40,36,75,35
chr1:109642751-109642760,25,34,91,19,41,44,93,49,16,51,125,67,46,33,83,79,26,31,43,30,82,28
chr1:109756551-109756560,17,25,58,13,47,28,83,44,30,38,65,28,33,26,48,89,12,21,16,17,39,13
chr1:109825851-109825860,26,23,73,11,42,27,79,66,24,58,65,54,35,28,40,73,9,35,33,31,40,22
chr1:109825901-109825910,22,19,66,14,40,23,80,74,20,52,52,42,33,25,43,58,9,28,27,25,34,22
chr1:109826051-109826060,23,20,67,18,43,22,79,80,16,51,49,37,34,23,46,55,9,23,26,23,33,13
chr1:110036651-110036660,16,25,68,16,26,26,98,51,18,28,85,43,41,26,57,64,8,24,27,21,50,22
chr1:110036701-110036710,20,33,58,13,33,37,93,56,22,39,66,40,33,27,69,75,10,27,36,24,41,17
chr1:110089101-110089110,9,19,32,5,13,17,37,13,3,10,30,26,11,12,25,23,6,14,16,17,28,13
chr1:110091151-110091160,23,40,66,8,25,38,78,50,10,57,85,49,49,24,70,73,12,16,20,34,45,19
chr1:110091251-110091260,27,42,64,7,22,36,83,59,13,64,79,38,52,21,70,88,11,25,23,32,42,22
chr1:110210651-110210660,12,17,18,6,20,19,55,41,7,20,34,14,24,9,46,55,10,12,22,16,23,9
chr1:110449001-110449010,12,15,24,4,8,11,44,24,8,16,41,30,19,9,28,34,6,5,11,18,15,5
chr1:110527351-110527360,42,42,88,18,40,34,84,51,21,50,90,67,48,34,64,91,17,38,32,37,91,35
chr1:111506601-111506610,60,54,118,31,61,76,130,87,36,94,162,103,59,61,113,175,32,31,64,65,84,37
chr1:111506651-111506660,68,55,129,29,48,72,125,87,42,87,164,103,62,59,113,165,28,40,66,64,95,36
chr1:111889251-111889260,23,23,36,9,25,22,64,30,13,27,48,26,40,18,53,47,7,15,26,15,24,6
chr1:112013851-112013860,20,18,24,8,31,27,59,34,22,30,54,39,25,19,34,57,12,26,20,21,35,11
chr1:112146801-112146810,12,10,30,6,18,11,54,26,8,17,47,28,24,4,27,44,7,5,22,7,23,9
chr1:112912501-112912510,20,17,26,10,19,20,38,33,9,20,39,15,26,4,36,42,7,6,11,21,27,13
chr1:113615701-113615710,58,70,97,28,80,60,174,94,34,94,179,81,109,40,155,197,28,36,65,77,81,33
chr1:113615751-113615760,49,65,98,27,74,65,179,84,37,89,170,89,97,45,146,187,32,35,63,66,73,31
chr1:114326301-114326310,6,28,29,4,18,19,77,26,4,14,51,12,30,9,44,70,4,8,13,16,20,10
chr1:114326351-114326360,8,21,25,8,23,16,73,29,3,20,58,25,31,11,46,66,7,8,15,15,13,16
chr1:114414351-114414360,29,34,57,11,50,22,112,64,20,41,114,57,62,16,76,108,8,19,30,27,44,17
chr1:114414401-114414410,29,32,56,10,42,21,101,61,21,33,106,47,62,19,67,107,10,18,21,31,36,13
chr1:114414451-114414460,22,24,48,9,36,23,93,63,17,31,90,39,54,15,67,121,13,21,19,26,27,11
chr1:114447801-114447810,80,78,146,28,55,87,182,98,31,130,191,99,98,58,124,197,38,75,84,89,116,55
chr1:114889301-114889310,51,55,90,21,61,42,123,90,27,62,136,71,84,30,111,142,27,27,43,50,86,40
chr1:114889351-114889360,44,43,72,22,44,43,86,70,25,54,127,57,64,22,92,116,13,16,49,43,72,34
chr1:115124301-115124310,31,44,71,10,40,29,86,60,31,36,137,53,53,23,79,122,10,27,31,41,55,22
chr1:115124351-115124360,33,55,92,9,45,38,96,59,32,38,130,56,57,20,81,141,12,26,37,41,67,21
chr1:115212751-115212760,29,42,65,21,31,58,94,54,19,62,94,41,44,24,66,122,18,32,37,42,50,25
chr1:115259401-115259410,14,22,61,14,25,20,63,34,10,40,83,32,33,13,59,75,9,14,21,25,42,28
chr1:115259451-115259460,14,31,71,16,22,16,71,39,12,45,80,42,36,17,67,76,11,13,24,29,52,16
chr1:115323251-115323260,21,28,42,13,26,15,105,62,13,33,95,48,57,15,68,122,10,21,33,24,48,25
chr1:115323301-115323310,21,31,51,10,33,26,108,77,12,34,110,58,60,23,71,118,8,26,32,29,52,25
chr1:115323351-115323360,22,19,56,9,32,20,88,69,8,23,79,48,56,16,54,101,10,14,28,17,49,19
chr1:115605451-115605460,31,52,62,13,42,47,98,72,16,57,164,49,62,32,77,100,12,23,31,31,46,24
chr1:115605501-115605510,29,48,64,11,41,48,104,70,13,52,158,52,71,34,84,109,12,22,25,30,41,25
chr1:115605551-115605560,24,42,51,15,52,47,116,71,16,56,133,63,67,34,87,107,9,23,28,17,40,16
chr1:116681851-116681860,14,26,31,8,14,24,51,36,12,23,53,21,33,10,33,48,10,6,16,22,27,11
chr1:116961201-116961210,18,26,41,10,28,20,60,42,11,33,79,20,29,18,54,58,11,17,24,17,23,13
chr1:116961251-116961260,21,26,46,10,22,22,59,40,11,28,72,26,37,11,44,60,6,17,26,17,22,16
chr1:117047201-117047210,45,36,50,11,34,38,71,52,18,38,108,62,57,29,64,95,9,24,29,40,50,22
chr1:117047251-117047260,39,41,39,9,38,46,65,49,19,42,85,40,48,28,63,99,11,19,27,44,55,25
chr1:117602751-117602760,54,61,99,24,74,71,197,120,38,84,220,95,106,58,153,218,19,54,56,62,109,35
chr1:117602801-117602810,51,77,108,24,62,68,207,102,34,73,187,87,83,53,161,225,29,48,56,63,106,39
chr1:118207151-118207160,14,18,50,5,29,24,74,41,5,19,77,25,52,14,48,79,6,10,21,18,27,12
chr1:118207201-118207210,10,19,54,5,28,22,61,43,4,20,74,31,49,16,46,64,7,11,23,11,29,13
chr1:118472251-118472260,43,57,83,21,60,70,174,112,37,98,168,76,96,34,146,212,24,45,43,46,69,30
chr1:118472301-118472310,52,55,95,23,60,80,174,101,34,94,176,65,99,31,144,212,24,46,52,48,74,30
chr1:118472351-118472360,46,57,95,27,63,70,187,99,28,88,182,72,110,28,133,216,26,38,59,48,75,31
chr1:119683251-119683260,68,93,126,30,96,98,217,120,43,121,222,84,107,61,180,227,35,65,65,65,83,41
chr1:120544001-120544010,70,54,75,25,62,113,87,62,32,98,66,50,103,44,86,97,22,32,58,80,66,40
chr1:120544051-120544060,35,21,28,12,36,60,53,35,17,51,21,19,59,21,46,45,14,15,21,30,27,9
chr1:121352051-121352060,95,40,41,27,28,45,54,29,70,73,41,23,68,48,43,66,26,31,39,23,60,22
chr1:121352251-121352260,150,44,49,55,47,75,70,51,89,130,42,44,98,62,50,86,36,55,47,43,67,18
chr1:121352301-121352310,140,18,31,45,43,69,63,47,88,112,25,24,93,61,41,70,33,39,29,25,42,11
chr1:121478851-121478860,27,9,9,20,4,32,14,15,37,33,13,12,9,20,10,9,15,12,6,11,16,0
chr1:121478901-121478910,36,6,10,23,4,31,17,11,41,37,9,12,10,25,15,15,16,14,4,13,13,0
chr1:121478951-121478960,35,7,11,23,3,29,15,10,41,37,9,11,9,25,13,12,14,15,4,12,13,1
chr1:121484701-121484710,3475,1939,2104,1669,1231,3124,2282,2029,2987,3282,2318,2218,2969,1997,3136,2926,1100,1027,1720,2019,2371,1618
chr1:121484751-121484760,3583,1886,2076,1712,1231,3160,2292,2029,3064,3386,2277,2193,2938,2046,3162,2979,1151,1008,1714,1972,2305,1610
chr1:121484801-121484810,3738,1882,2051,1847,1312,3276,2415,2181,3230,3569,2206,2140,3146,2213,3365,3126,1195,1134,1754,1960,2222,1541
chr1:121484851-121484860,3446,1888,2127,1737,1225,3141,2293,2047,3075,3428,2292,2145,3067,2090,3229,2933,1107,1099,1783,1995,2297,1554
chr1:121484901-121484910,3359,1763,1990,1710,1179,3084,2289,2016,2995,3349,2135,1993,3004,2070,3127,2860,1073,1078,1673,1825,2165,1442
chr1:121484951-121484960,3503,1876,2160,1773,1346,3267,2576,2248,3121,3495,2258,2136,3277,2140,3477,3228,1118,1113,1767,1976,2337,1547
chr1:121485001-121485010,3906,1986,2343,1994,1522,3668,2862,2472,3480,3867,2407,2301,3543,2384,3765,3586,1259,1230,1814,2122,2489,1693
chr1:121485051-121485060,4046,2127,2478,2116,1716,3807,3193,2753,3537,3988,2547,2408,4315,2469,4117,4019,1306,1278,1898,2216,2652,1796
chr1:121485101-121485110,3849,1876,2189,2045,1664,3476,2992,2659,3318,3722,2273,2157,4361,2310,3856,3785,1221,1272,1731,2006,2339,1571
chr1:121485151-121485160,3823,2245,2581,2185,1817,3410,3052,2801,3224,3704,2866,2657,4685,2304,3857,3819,1236,1426,2169,2506,2826,1896
chr1:121485201-121485210,3490,1951,2277,1979,1584,3037,2678,2472,2883,3351,2605,2343,4175,2119,3470,3382,1120,1309,1844,2277,2515,1688
chr1:121485251-121485260,2849,1581,1886,1598,1267,2482,2217,2095,2374,2730,2123,1906,3320,1781,2896,2848,916,1089,1571,1852,2070,1395
chr1:142547851-142547860,14,7,7,1,4,16,14,12,15,10,3,5,21,12,16,16,3,7,5,5,9,1
chr1:142547901-142547910,19,7,8,2,4,16,17,13,18,11,3,6,23,10,19,14,3,8,7,5,10,2
chr1:142547951-142547960,19,6,5,2,3,15,14,12,16,10,2,5,18,9,18,13,3,7,7,4,9,1
chr1:142549651-142549660,12,2,6,2,4,6,13,9,9,2,1,2,15,9,20,10,2,3,0,3,4,2
chr1:142549701-142549710,13,3,5,2,5,7,14,9,9,2,2,2,16,9,21,10,3,4,0,3,4,2
chr1:142656051-142656060,32,2,6,11,4,21,10,14,17,18,3,11,12,24,9,10,11,14,5,11,13,5
chr1:142666651-142666660,20,2,7,8,12,11,14,22,9,7,2,3,18,12,21,14,9,5,7,4,5,2
chr1:142796801-142796810,11,7,10,12,15,22,23,18,16,26,9,5,19,14,27,19,12,17,10,7,13,4
chr1:142796851-142796860,11,7,10,11,14,23,24,18,14,23,9,5,19,14,26,19,11,16,10,6,14,4
chr1:142796901-142796910,11,6,9,11,12,21,24,18,14,23,7,5,18,14,26,18,11,13,9,5,13,4
chr1:142796951-142796960,11,7,9,13,7,19,19,19,13,24,12,2,18,10,20,16,9,11,8,7,15,6
chr1:142799651-142799660,14,9,7,5,3,20,7,17,12,6,6,4,16,13,14,25,6,8,1,5,7,3
chr1:142799701-142799710,20,14,10,7,4,29,8,21,13,9,7,6,26,19,16,31,7,11,2,6,10,4
chr1:142799751-142799760,22,15,12,7,4,29,11,22,14,10,7,6,27,19,16,31,7,11,2,9,11,4
chr1:142799801-142799810,16,10,5,5,3,19,5,17,10,7,3,3,19,12,15,27,4,7,1,5,11,2
chr1:142811251-142811260,14,2,5,1,9,21,11,18,8,9,1,4,19,12,26,16,6,3,2,1,6,2
chr1:142811301-142811310,11,2,2,1,6,13,8,17,6,6,1,1,17,9,23,13,6,2,1,0,3,0
chr1:142823601-142823610,6,3,0,5,6,5,7,8,4,4,2,3,15,8,10,8,4,3,3,6,3,0
chr1:142899251-142899260,16,2,4,7,5,15,18,10,10,10,10,9,14,12,19,13,5,10,6,13,4,7
chr1:142899301-142899310,20,3,2,9,3,17,18,8,9,12,8,6,12,10,18,12,6,10,4,6,3,4
chr1:142960251-142960260,10,5,2,9,7,18,11,16,9,13,2,2,21,13,18,10,7,7,1,5,7,5
chr1:142960301-142960310,8,4,1,10,8,17,11,16,9,13,2,3,24,11,17,11,6,7,1,5,8,6
chr1:142960351-142960360,10,3,1,10,6,15,10,14,7,11,2,4,22,10,15,8,5,5,3,6,5,6
chr1:142960401-142960410,9,3,2,10,6,14,6,12,6,9,2,3,19,10,15,7,5,5,3,2,5,5
chr1:143199551-143199560,11,4,1,9,2,6,3,1,9,4,8,3,6,14,3,4,4,10,2,0,10,2
chr1:143280401-143280410,19,15,25,11,7,42,31,14,13,26,41,19,22,16,31,26,3,9,26,34,28,20
chr1:143282201-143282210,12,10,16,2,9,27,8,6,7,8,27,16,10,15,17,16,4,7,15,13,23,12
chr1:143351501-143351510,5,3,6,2,3,8,11,6,6,16,4,5,4,9,4,13,3,5,2,5,5,3
chr1:143438201-143438210,12,2,0,12,5,12,13,15,9,13,2,3,18,13,17,9,8,5,3,3,2,2
chr1:143486601-143486610,19,3,4,6,15,7,7,22,24,14,3,4,24,16,15,26,10,4,2,3,11,7
chr1:143486651-143486660,21,4,4,6,17,7,12,21,26,17,3,5,24,17,15,26,12,4,2,3,11,7
chr1:143536801-143536810,31,11,11,4,9,20,22,17,22,13,13,8,32,28,23,12,16,10,11,16,18,4
chr1:143536851-143536860,34,12,13,6,12,22,26,20,25,18,14,10,45,30,24,14,20,12,9,13,18,4
chr1:143536901-143536910,41,15,16,13,14,25,29,23,30,24,13,11,48,38,22,17,25,13,11,12,21,5
chr1:143536951-143536960,45,25,22,14,16,23,29,21,29,28,15,14,56,39,25,22,23,12,10,16,17,9
chr1:143537001-143537010,46,22,20,17,17,22,26,18,30,35,15,15,60,33,27,19,25,12,12,13,16,8
chr1:143537051-143537060,45,22,24,18,18,25,24,17,32,35,16,14,60,33,28,20,24,13,12,18,19,9
chr1:143537101-143537110,41,19,19,15,17,21,22,17,27,32,13,9,51,31,27,16,21,13,10,16,17,6
chr1:143537151-143537160,35,14,14,12,13,15,19,14,19,25,9,6,37,28,23,13,17,13,9,12,13,4
chr1:143538751-143538760,24,8,10,10,12,25,33,21,37,18,5,13,29,17,37,21,12,7,7,4,12,6
chr1:143538801-143538810,30,10,14,14,16,32,41,29,39,24,11,15,41,20,45,32,13,9,8,11,14,7
chr1:143538851-143538860,28,9,13,14,13,26,42,28,38,25,11,12,38,21,41,33,15,10,4,9,11,7
chr1:143538901-143538910,23,6,11,12,13,17,27,20,31,20,10,7,35,18,28,21,12,9,1,6,9,4
chr1:143538951-143538960,22,6,11,11,12,16,24,19,29,18,10,6,28,17,26,20,13,8,3,6,11,8
chr1:143542051-143542060,29,6,10,17,10,12,20,20,21,21,7,11,27,15,30,26,10,6,11,6,4,7
chr1:143542101-143542110,32,7,10,17,10,13,22,23,22,23,8,11,29,14,30,27,11,6,12,6,5,8
chr1:143542151-143542160,32,6,15,17,11,16,25,29,21,27,12,13,29,16,30,29,11,7,10,9,9,7
chr1:143542201-143542210,30,8,13,16,12,13,25,25,22,24,10,12,24,14,24,27,9,3,8,8,9,6
chr1:143543601-143543610,33,10,9,14,7,20,18,21,22,18,7,9,36,15,20,18,15,13,7,8,5,6
chr1:143543651-143543660,33,10,9,14,7,20,18,22,22,18,8,8,36,15,20,17,15,13,8,10,5,6
chr1:143543701-143543710,29,7,7,14,6,20,17,19,20,17,6,7,34,14,19,16,12,12,6,10,5,5
