450905-0,0B943B-0,7085CA-0,2AD75E-0,1A9B20-0,BAAF62-0,75A2B6-0,DF309F-0,0BF51C-0,B85D75-0,180E1A-0,82CCF5-0,3F05F3-0,40067F-0,0E1F8E-0,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr1:93544801-93544810,37,44,29,22,74,40,92,74,16,24,79,30,36,22,59,103,17,24,29,30,54,22
chr1:94344701-94344710,46,22,16,17,59,17,70,62,23,33,58,20,30,35,37,110,13,22,18,18,38,20
chr1:94883851-94883860,110,105,72,44,161,54,176,170,44,69,270,74,77,95,130,280,31,72,89,84,124,55
chr1:94883901-94883910,114,114,82,41,154,58,173,163,46,77,272,75,82,91,125,282,32,69,80,83,120,46
chr1:95320151-95320160,36,28,18,15,70,16,61,60,14,23,65,27,14,29,45,87,9,14,27,18,32,15
chr1:95509101-95509110,22,28,16,11,45,14,39,44,8,19,51,22,15,22,21,61,9,13,15,23,42,9
chr1:95509151-95509160,16,24,21,10,40,10,35,46,9,19,60,26,15,22,25,46,9,9,16,19,39,8
chr1:95538251-95538260,75,45,43,22,136,38,140,111,25,40,128,45,51,62,93,200,28,38,45,38,53,26
chr1:95538301-95538310,83,42,37,24,146,43,147,114,19,42,123,35,52,60,101,188,27,40,38,39,59,21
chr1:95538451-95538460,91,47,43,21,158,53,153,133,27,44,142,35,52,58,95,198,25,45,41,42,64,19
chr1:95538501-95538510,87,44,40,20,150,54,156,133,29,45,152,37,54,59,98,191,23,43,44,46,65,24
chr1:95538551-95538560,75,42,38,19,163,46,170,137,27,43,164,42,47,54,99,201,22,42,53,45,67,37
chr1:95699651-95699660,96,86,58,47,204,62,189,167,37,84,203,73,78,71,131,285,31,56,75,69,116,37
chr1:95699701-95699710,118,95,67,51,211,56,201,174,48,86,197,64,82,88,143,308,27,56,81,65,119,41
chr1:97187301-97187310,85,73,37,49,225,77,213,194,30,70,209,57,73,73,151,293,34,67,77,56,83,40
chr1:98386651-98386660,90,60,33,34,243,82,243,218,32,70,210,51,66,86,129,330,20,55,40,41,95,45
chr1:99260051-99260060,19,17,9,5,48,10,39,46,2,19,46,12,18,13,18,45,5,3,13,12,21,11
chr1:99337201-99337210,55,72,44,23,171,40,162,165,11,51,170,44,28,61,86,152,19,36,40,33,71,19
chr1:99337251-99337260,59,70,45,29,174,42,168,166,13,47,170,45,28,62,88,165,21,31,50,36,70,18
chr1:99337301-99337310,49,62,35,25,145,42,147,146,12,42,161,42,30,59,74,143,21,31,39,37,70,19
chr1:100315601-100315610,58,34,35,22,122,35,133,120,20,30,101,36,38,40,66,191,14,30,27,32,42,17
chr1:100315651-100315660,55,35,34,21,129,43,141,125,20,34,100,36,53,40,68,212,14,33,37,36,43,14
chr1:100315701-100315710,56,40,30,17,122,46,132,131,16,34,97,30,49,41,63,185,14,28,40,37,41,16
chr1:100598551-100598560,73,47,42,28,132,42,140,129,21,36,153,46,59,48,95,186,19,33,49,33,77,32
chr1:100598601-100598610,69,54,37,33,131,43,151,128,30,34,161,44,56,54,95,211,24,41,54,44,87,41
chr1:100598651-100598660,68,51,21,26,114,45,136,114,29,29,127,26,54,52,83,179,16,28,37,34,61,39
chr1:100715401-100715410,65,40,30,20,117,37,132,132,27,36,106,43,37,39,83,187,20,31,37,31,59,24
chr1:100715451-100715460,77,47,43,35,163,42,153,150,34,37,125,57,51,49,106,210,26,38,54,51,77,30
chr1:100715501-100715510,64,49,40,37,156,40,134,143,35,26,108,40,47,41,102,201,17,36,47,45,60,35
chr1:100731701-100731710,67,32,40,22,105,51,116,100,25,35,103,37,50,44,58,170,17,24,38,40,71,30
chr1:100731751-100731760,73,40,38,21,110,52,113,104,25,40,111,37,41,55,60,171,24,26,45,42,77,25
chr1:100731801-100731810,58,27,34,17,111,34,103,97,24,35,95,38,31,47,54,172,15,21,38,36,70,19
chr1:100866101-100866110,21,25,6,7,59,12,69,67,7,12,73,11,20,13,32,75,7,9,9,14,34,6
chr1:100866151-100866160,14,31,9,7,55,13,60,67,7,11,62,9,16,12,32,66,8,7,8,13,25,4
chr1:100905851-100905860,14,17,13,11,49,15,58,67,8,12,67,19,17,12,27,84,10,9,14,13,33,11
chr1:100905901-100905910,18,17,13,11,64,17,79,71,8,15,74,27,21,11,33,92,11,10,18,15,38,11
chr1:100911301-100911310,6,9,10,6,49,16,57,51,7,8,70,14,13,5,19,39,4,2,11,9,21,0
chr1:100918351-100918360,15,13,5,6,32,4,47,46,4,12,46,9,11,5,24,38,4,1,7,6,13,3
chr1:101153051-101153060,8,3,10,4,9,1,7,6,5,6,20,5,7,6,5,4,2,3,27,20,19,21
chr1:101393101-101393110,15,15,6,12,79,19,73,84,9,20,55,20,13,22,23,92,6,13,16,20,27,4
chr1:101415201-101415210,26,21,12,8,45,9,45,46,7,15,42,17,17,11,29,40,8,9,12,12,23,7
chr1:101415251-101415260,26,20,13,8,55,9,40,46,6,14,40,22,17,12,33,40,7,12,15,10,21,7
chr1:101415301-101415310,17,14,12,8,58,6,36,36,5,9,26,15,12,11,26,36,6,7,13,6,12,7
chr1:101491351-101491360,65,50,24,21,104,37,97,88,27,39,124,40,40,46,55,150,24,21,34,36,61,22
chr1:101491401-101491410,56,43,33,18,97,37,92,81,24,36,107,42,33,39,49,145,23,26,34,38,62,24
chr1:101577701-101577710,32,29,17,9,95,26,92,109,12,24,97,28,24,23,47,152,14,13,29,21,33,22
chr1:101577751-101577760,45,30,26,8,101,28,111,112,16,26,110,34,27,30,51,148,17,15,29,28,47,22
chr1:101577801-101577810,37,26,19,9,101,26,102,105,13,22,82,26,13,20,48,144,23,16,26,15,50,23
chr1:101775251-101775260,49,53,27,24,160,50,182,165,27,54,130,36,52,48,91,224,11,28,44,32,65,23
chr1:101823151-101823160,18,19,18,6,57,13,39,56,7,15,64,15,22,19,20,59,8,9,20,16,36,8
chr1:104057751-104057760,10,18,8,5,27,16,33,42,7,11,37,12,12,9,21,36,7,3,5,6,19,4
chr1:104057801-104057810,10,15,6,8,31,13,40,41,7,16,34,10,13,13,26,31,4,3,8,8,15,9
chr1:108113101-108113110,52,62,37,25,62,19,62,41,19,42,68,33,71,41,44,60,18,18,36,69,64,44
chr1:108113401-108113410,101,14,15,42,168,25,202,95,39,70,20,12,165,67,114,143,37,61,19,26,21,13
chr1:108113451-108113460,140,37,34,64,244,41,286,143,46,107,42,30,216,91,169,211,51,76,43,63,56,36
chr1:108113501-108113510,100,14,13,47,199,31,235,119,31,76,11,10,181,61,135,168,41,57,24,25,18,13
chr1:108113551-108113560,63,10,9,31,135,22,163,94,25,52,15,10,130,37,105,111,32,36,21,24,15,10
chr1:109102601-109102610,52,51,30,22,81,39,77,81,22,50,113,38,22,37,33,96,14,31,40,32,52,33
chr1:109203701-109203710,58,48,19,8,83,31,82,75,14,26,83,35,36,41,40,106,9,23,23,21,48,11
chr1:109203751-109203760,63,39,13,10,81,29,74,79,17,29,72,28,40,39,41,121,11,27,18,16,38,10
chr1:109203801-109203810,58,40,18,14,76,26,89,83,10,27,72,28,36,38,40,123,13,29,21,18,42,14
chr1:109203851-109203860,53,38,16,14,72,29,85,76,11,24,64,27,29,44,33,107,10,26,18,22,32,12
chr1:109289251-109289260,72,63,44,23,89,41,94,87,18,49,158,41,48,42,61,124,19,44,49,51,88,42
chr1:109584701-109584710,73,56,34,28,113,57,123,109,22,49,148,50,36,52,75,157,29,31,51,42,102,38
chr1:109584751-109584760,80,71,49,29,105,61,111,93,20,50,180,50,41,57,75,139,32,42,75,56,106,53
chr1:109584801-109584810,78,72,56,26,88,71,103,85,18,52,180,50,44,52,62,117,32,47,71,56,89,44
chr1:109618651-109618660,31,26,27,9,37,21,38,36,5,12,60,14,17,22,23,60,9,23,17,11,28,12
chr1:109633351-109633360,37,34,23,15,55,27,59,51,10,23,76,24,18,26,45,79,12,25,28,22,35,19
chr1:109642701-109642710,63,56,35,17,65,32,72,76,14,37,129,31,39,28,38,71,21,36,40,36,75,35
chr1:109642751-109642760,64,53,30,17,65,25,72,69,17,39,122,33,37,32,40,79,26,31,43,30,82,28
chr1:109825851-109825860,44,28,31,16,76,35,74,63,15,22,59,22,40,30,46,73,9,35,33,31,40,22
chr1:109825901-109825910,37,23,28,18,84,29,78,59,14,23,48,21,31,28,47,58,9,28,27,25,34,22
chr1:110036701-110036710,47,32,23,8,60,29,60,35,17,17,84,20,35,21,37,75,10,27,36,24,41,17
chr1:110089101-110089110,11,10,13,5,24,12,27,19,9,11,33,19,18,9,14,23,6,14,16,17,28,13
chr1:110091251-110091260,55,31,26,16,74,22,63,65,24,30,73,31,39,34,52,88,11,25,23,32,42,22
chr1:110527351-110527360,70,44,40,29,67,36,87,59,16,44,97,38,44,35,52,91,17,38,32,37,91,35
chr1:111506601-111506610,126,93,60,23,119,54,111,102,27,67,174,60,65,50,90,175,32,31,64,65,84,37
chr1:111506651-111506660,129,96,67,27,100,50,111,93,25,66,191,63,67,46,77,165,28,40,66,64,95,36
chr1:111758801-111758810,29,38,16,15,59,13,62,48,11,17,76,12,21,17,20,55,7,9,17,20,31,16
chr1:111889251-111889260,38,20,21,14,58,12,59,50,9,19,67,16,21,17,31,47,7,15,26,15,24,6
chr1:112013851-112013860,31,31,20,16,40,14,49,23,6,12,60,22,13,30,21,57,12,26,20,21,35,11
chr1:112146801-112146810,12,17,14,9,50,9,43,33,4,12,48,16,15,6,15,44,7,5,22,7,23,9
chr1:112912501-112912510,22,15,9,11,38,12,38,29,10,13,37,18,21,16,26,42,7,6,11,21,27,13
chr1:113615701-113615710,94,64,48,42,140,50,108,96,19,47,172,63,58,43,110,197,28,36,65,77,81,33
chr1:113615751-113615760,74,64,40,33,130,49,110,93,25,51,155,61,60,53,113,187,32,35,63,66,73,31
chr1:114326301-114326310,31,12,16,5,54,12,55,37,11,8,46,14,20,10,21,70,4,8,13,16,20,10
chr1:114326351-114326360,35,20,16,7,50,9,61,33,7,9,46,11,20,10,19,66,7,8,15,15,13,16
chr1:114355001-114355010,84,80,47,46,137,50,149,116,28,60,190,65,52,73,91,194,32,56,64,62,88,45
chr1:114414351-114414360,55,30,24,13,77,26,89,74,9,17,96,38,35,30,49,108,8,19,30,27,44,17
chr1:114414401-114414410,45,34,20,10,81,23,74,73,11,14,95,33,28,34,54,107,10,18,21,31,36,13
chr1:114414451-114414460,48,23,21,7,81,23,71,79,13,19,79,27,26,27,46,121,13,21,19,26,27,11
chr1:114447801-114447810,121,85,70,42,148,45,147,134,43,55,155,58,82,84,97,197,38,75,84,89,116,55
chr1:114889301-114889310,54,51,37,21,90,35,90,96,25,36,132,61,54,45,73,142,27,27,43,50,86,40
chr1:114889351-114889360,40,49,35,17,82,28,74,70,15,30,113,44,42,34,58,116,13,16,49,43,72,34
chr1:115124301-115124310,72,46,33,25,73,35,102,75,14,31,130,32,28,24,62,122,10,27,31,41,55,22
chr1:115124351-115124360,58,42,31,24,85,31,103,80,23,42,136,32,32,37,53,141,12,26,37,41,67,21
chr1:115212751-115212760,53,24,25,21,54,33,77,57,18,24,67,48,34,51,53,122,18,32,37,42,50,25
chr1:115259401-115259410,40,36,26,9,52,21,53,55,14,25,79,24,31,28,32,75,9,14,21,25,42,28
chr1:115259451-115259460,46,39,35,10,62,32,59,57,21,20,84,29,35,28,34,76,11,13,24,29,52,16
chr1:115323251-115323260,28,29,13,17,76,23,88,68,20,30,87,23,23,25,41,122,10,21,33,24,48,25
chr1:115323301-115323310,32,29,21,16,96,21,88,75,15,26,99,25,28,24,54,118,8,26,32,29,52,25
chr1:115605451-115605460,54,47,28,13,86,25,93,78,17,37,119,43,25,44,40,100,12,23,31,31,46,24
chr1:115605501-115605510,42,46,22,20,90,21,88,87,16,44,124,42,20,49,45,109,12,22,25,30,41,25
chr1:115605551-115605560,53,39,23,22,103,16,101,87,15,40,118,33,20,54,43,107,9,23,28,17,40,16
chr1:115642151-115642160,41,21,20,20,95,35,102,87,19,37,125,26,26,35,61,101,10,17,26,20,44,21
chr1:116681851-116681860,27,18,12,5,33,16,32,31,8,12,35,18,17,20,20,48,10,6,16,22,27,11
chr1:116961251-116961260,38,22,22,7,37,20,66,36,9,16,54,21,22,18,27,60,6,17,26,17,22,16
chr1:117047201-117047210,69,38,38,23,56,32,52,44,26,27,66,46,32,37,47,95,9,24,29,40,50,22
chr1:117047251-117047260,66,36,30,15,48,25,56,39,20,34,58,31,32,38,50,99,11,19,27,44,55,25
chr1:117602751-117602760,59,74,44,36,126,58,161,133,34,41,181,64,52,76,87,218,19,54,56,62,109,35
chr1:117602801-117602810,64,64,60,32,131,59,141,126,36,41,161,62,57,74,87,225,29,48,56,63,106,39
chr1:118207201-118207210,19,20,16,9,60,17,52,54,14,17,87,25,20,17,26,64,7,11,23,11,29,13
chr1:118472251-118472260,81,39,42,28,136,42,163,119,26,43,133,55,67,70,83,212,24,45,43,46,69,30
chr1:118472301-118472310,80,45,42,32,130,51,158,110,21,32,146,60,56,60,84,212,24,46,52,48,74,30
chr1:118472351-118472360,75,50,47,25,134,47,164,112,18,35,160,62,50,54,82,216,26,38,59,48,75,31
chr1:119683251-119683260,115,86,60,38,176,60,165,147,31,75,173,65,70,97,110,227,35,65,65,65,83,41
chr1:119683301-119683310,118,80,73,33,153,55,159,140,30,63,188,63,75,101,109,220,36,52,66,66,85,38
chr1:120544001-120544010,83,65,53,44,110,32,113,53,36,71,71,30,87,47,83,97,22,32,58,80,66,40
chr1:120544051-120544060,50,22,19,22,60,18,64,27,19,37,24,6,46,31,50,45,14,15,21,30,27,9
chr1:121261401-121261410,45,38,15,18,103,30,103,109,21,29,97,37,35,39,45,141,16,25,28,27,52,21
chr1:121352001-121352010,95,29,35,35,43,10,77,39,57,43,23,20,62,42,47,72,26,30,24,22,42,11
chr1:121352051-121352060,109,59,48,33,37,10,74,36,53,44,31,25,71,49,36,66,26,31,39,23,60,22
chr1:121352251-121352260,170,58,54,66,62,19,87,53,66,75,39,36,97,57,33,86,36,55,47,43,67,18
chr1:121352301-121352310,156,36,40,58,56,16,81,47,59,67,22,20,86,57,29,70,33,39,29,25,42,11
chr1:121478901-121478910,60,11,11,24,14,10,18,12,37,27,12,7,10,23,18,15,16,14,4,13,13,0
chr1:121478951-121478960,60,10,9,25,13,9,19,11,35,28,12,7,11,23,15,12,14,15,4,12,13,1
chr1:121484701-121484710,4639,2332,1979,1981,2224,1310,2886,2030,2390,2542,2738,1990,3495,2117,2285,2926,1100,1027,1720,2019,2371,1618
chr1:121484751-121484760,4851,2269,1928,2060,2259,1357,2914,2015,2424,2666,2689,1913,3467,2173,2313,2979,1151,1008,1714,1972,2305,1610
chr1:121484801-121484810,5058,2223,1892,2169,2401,1450,3061,2136,2484,2853,2620,1867,3732,2309,2413,3126,1195,1134,1754,1960,2222,1541
chr1:121484851-121484860,4750,2267,1960,2074,2289,1388,2956,2039,2409,2697,2675,1902,3669,2258,2308,2933,1107,1099,1783,1995,2297,1554
chr1:121484901-121484910,4658,2147,1836,2057,2226,1364,2897,1985,2343,2646,2529,1795,3609,2211,2212,2860,1073,1078,1673,1825,2165,1442
chr1:121484951-121484960,4826,2284,1949,2140,2462,1440,3239,2249,2496,2736,2690,1930,3974,2304,2478,3228,1118,1113,1767,1976,2337,1547
chr1:121485001-121485010,5408,2484,2062,2413,2748,1684,3583,2416,2767,3040,2777,2069,4262,2576,2694,3586,1259,1230,1814,2122,2489,1693
chr1:121485051-121485060,5619,2581,2136,2523,3190,1719,3986,2720,2857,3132,2882,2191,5177,2649,2986,4019,1306,1278,1898,2216,2652,1796
chr1:121485101-121485110,5232,2237,1870,2406,3084,1507,3774,2619,2555,2883,2587,2010,5174,2495,2771,3785,1221,1272,1731,2006,2339,1571
chr1:121485151-121485160,5201,2651,2248,2552,3253,1559,3759,2713,2632,2893,3177,2428,5422,2469,2862,3819,1236,1426,2169,2506,2826,1896
chr1:121485201-121485210,4752,2349,1998,2322,2947,1418,3320,2393,2474,2588,2838,2168,4727,2260,2523,3382,1120,1309,1844,2277,2515,1688
chr1:121485251-121485260,3778,1949,1653,1849,2423,1149,2732,1971,1940,2137,2319,1804,3797,1843,2088,2848,916,1089,1571,1852,2070,1395
chr1:142547851-142547860,16,8,8,2,10,6,9,17,12,11,7,7,18,8,13,16,3,7,5,5,9,1
chr1:142547901-142547910,16,10,8,6,13,7,13,17,12,13,8,7,22,7,16,14,3,8,7,5,10,2
chr1:142547951-142547960,11,7,8,5,13,7,13,14,8,12,7,7,19,7,15,13,3,7,7,4,9,1
chr1:142549701-142549710,5,4,3,3,12,2,13,10,2,7,6,3,22,3,14,10,3,4,0,3,4,2
chr1:142666651-142666660,17,4,6,7,14,6,24,22,11,10,8,2,16,8,9,14,9,5,7,4,5,2
chr1:142796801-142796810,20,3,5,11,27,4,26,16,9,9,8,11,24,16,13,19,12,17,10,7,13,4
chr1:142796851-142796860,19,3,5,11,26,4,26,15,9,9,8,12,23,16,13,19,11,16,10,6,14,4
chr1:142796901-142796910,19,3,4,11,26,4,26,14,9,9,8,12,21,16,12,18,11,13,9,5,13,4
chr1:142796951-142796960,21,7,9,9,30,5,27,16,8,10,7,11,19,14,13,16,9,11,8,7,15,6
chr1:142799651-142799660,15,5,4,11,19,3,24,11,11,5,3,7,31,7,12,25,6,8,1,5,7,3
chr1:142799701-142799710,25,6,5,16,24,9,27,19,12,5,5,7,46,13,14,31,7,11,2,6,10,4
chr1:142799751-142799760,25,7,7,16,25,9,27,19,12,5,7,7,46,13,15,31,7,11,2,9,11,4
chr1:142799801-142799810,22,4,4,7,17,7,17,15,7,4,5,5,34,11,15,27,4,7,1,5,11,2
chr1:142811201-142811210,10,1,3,6,18,0,22,9,9,4,2,1,26,6,15,11,4,1,0,0,1,0
chr1:142811251-142811260,12,4,5,10,24,2,27,11,11,7,3,2,36,9,15,16,6,3,2,1,6,2
chr1:142811301-142811310,8,1,3,9,21,2,24,10,10,6,2,2,34,7,12,13,6,2,1,0,3,0
chr1:142811351-142811360,8,1,3,7,17,2,20,9,6,3,2,2,28,7,11,11,5,2,1,0,3,0
chr1:142890901-142890910,21,9,7,5,18,5,17,8,9,12,24,7,12,5,10,10,1,3,11,16,10,7
chr1:142899251-142899260,19,4,9,7,15,3,23,6,9,7,10,10,16,6,12,13,5,10,6,13,4,7
chr1:142899301-142899310,21,3,10,9,14,4,24,5,11,7,9,8,16,9,13,12,6,10,4,6,3,4
chr1:142960251-142960260,11,4,5,9,13,5,21,7,10,10,2,4,19,9,11,10,7,7,1,5,7,5
chr1:142960301-142960310,11,4,4,10,10,6,22,10,12,12,3,4,23,7,15,11,6,7,1,5,8,6
chr1:142960351-142960360,8,4,3,8,10,4,17,8,10,11,2,4,20,6,12,8,5,5,3,6,5,6
chr1:142960401-142960410,7,3,3,7,8,4,16,6,9,11,2,3,18,6,11,7,5,5,3,2,5,5
chr1:143280401-143280410,28,18,29,25,13,8,29,14,25,12,21,14,31,15,25,26,3,9,26,34,28,20
chr1:143351451-143351460,8,2,2,4,9,4,8,3,9,4,1,6,10,6,7,14,3,5,2,4,5,3
chr1:143351501-143351510,10,2,2,4,9,4,8,3,8,4,1,6,11,6,8,13,3,5,2,5,5,3
chr1:143438201-143438210,16,0,2,8,18,3,18,11,13,14,1,3,26,8,9,9,8,5,3,3,2,2
chr1:143460251-143460260,31,6,6,10,20,0,26,21,14,5,8,13,29,13,23,28,10,7,8,6,13,6
chr1:143486601-143486610,21,4,8,10,13,2,14,13,10,7,4,4,21,11,17,26,10,4,2,3,11,7
chr1:143486651-143486660,26,6,9,10,13,2,17,13,12,7,5,4,21,14,17,26,12,4,2,3,11,7
chr1:143536851-143536860,31,15,10,6,31,2,29,13,14,8,3,14,39,24,20,14,20,12,9,13,18,4
chr1:143536901-143536910,31,14,14,6,34,1,34,15,18,10,4,15,42,23,21,17,25,13,11,12,21,5
chr1:143536951-143536960,36,14,17,8,45,3,42,20,14,12,14,14,46,25,26,22,23,12,10,16,17,9
chr1:143537001-143537010,36,15,16,9,44,4,44,23,15,13,13,14,48,28,25,19,25,12,12,13,16,8
chr1:143537051-143537060,33,15,17,10,42,3,43,25,15,14,15,16,49,26,26,20,24,13,12,18,19,9
chr1:143537101-143537110,31,12,16,8,39,3,37,23,12,12,12,12,47,24,22,16,21,13,10,16,17,6
chr1:143537151-143537160,25,10,14,6,25,3,31,18,8,11,9,12,43,20,14,13,17,13,9,12,13,4
chr1:143538751-143538760,32,10,10,14,40,6,35,25,14,9,5,13,31,12,16,21,12,7,7,4,12,6
chr1:143538801-143538810,41,12,11,16,52,10,45,27,17,10,9,17,36,15,25,32,13,9,8,11,14,7
chr1:143538851-143538860,37,11,16,14,45,8,41,27,14,11,11,15,33,13,25,33,15,10,4,9,11,7
chr1:143538901-143538910,30,7,15,11,33,5,32,20,9,8,7,12,25,9,18,21,12,9,1,6,9,4
chr1:143538951-143538960,26,9,15,10,28,5,28,21,8,8,7,11,21,8,17,20,13,8,3,6,11,8
chr1:143542051-143542060,23,7,10,6,17,5,27,15,17,9,3,13,41,5,17,26,10,6,11,6,4,7
chr1:143542101-143542110,28,7,11,6,17,5,33,16,19,9,3,13,42,6,18,27,11,6,12,6,5,8
chr1:143542151-143542160,34,8,13,8,19,6,39,16,18,10,4,19,46,5,22,29,11,7,10,9,9,7
chr1:143542201-143542210,28,6,10,8,22,6,36,13,19,8,4,17,42,5,22,27,9,3,8,8,9,6
chr1:143543601-143543610,24,11,9,14,14,8,31,12,17,12,7,8,39,7,17,18,15,13,7,8,5,6
chr1:143543651-143543660,23,11,8,14,14,8,31,12,16,12,7,7,39,7,17,17,15,13,8,10,5,6
chr1:143543701-143543710,20,10,9,14,14,7,30,12,15,11,6,6,37,5,16,16,12,12,6,10,5,5
chr1:143543751-143543760,21,8,9,14,13,7,27,12,14,11,6,6,33,5,17,14,11,12,7,8,5,6
chr1:143543851-143543860,18,5,9,8,12,7,20,7,12,9,6,6,26,5,10,9,11,8,10,6,6,8
chr1:143646201-143646210,12,9,10,3,9,4,8,6,11,10,21,5,9,4,9,10,1,8,6,12,6,5
chr1:144935551-144935560,21,26,6,7,47,8,53,34,11,14,52,15,16,25,25,37,8,11,13,6,22,10
chr1:145096401-145096410,34,27,24,16,62,16,70,39,10,23,74,25,16,32,41,79,9,22,21,21,49,16
chr1:145096451-145096460,36,28,20,17,60,21,76,52,8,26,64,27,23,28,32,85,14,19,23,23,37,22
chr1:145277351-145277360,137,72,46,47,200,42,195,101,73,105,83,48,147,90,139,150,30,43,67,94,105,56
chr1:145277401-145277410,96,39,31,33,155,30,138,72,44,73,39,25,118,52,93,106,20,30,40,48,44,24
chr1:145277451-145277460,68,34,29,27,112,24,110,58,35,52,32,25,88,30,69,81,21,22,28,47,39,25
chr1:145427651-145427660,26,18,12,5,30,13,38,15,9,9,48,12,17,11,18,27,3,6,12,15,20,5
chr1:145470401-145470410,35,21,13,16,33,19,43,27,13,19,64,30,23,18,25,30,7,14,17,25,44,10
chr1:145470451-145470460,33,26,15,14,40,18,43,27,10,16,70,30,24,20,31,34,6,13,23,19,41,11
chr1:145507501-145507510,64,57,23,17,63,26,63,53,15,32,117,35,41,34,42,66,19,30,39,25,58,29
chr1:145507551-145507560,63,58,34,16,57,24,63,57,13,36,115,26,43,33,44,76,23,32,43,35,70,26
chr1:145507601-145507610,64,51,36,17,51,22,70,58,17,32,103,31,33,28,46,65,14,30,40,45,70,24
chr1:145549101-145549110,24,19,15,6,45,19,51,39,10,21,52,20,31,20,36,46,3,16,18,21,39,20
chr1:145827101-145827110,34,41,20,16,58,35,56,42,14,34,96,33,40,34,39,48,15,33,41,39,56,20
chr1:147017051-147017060,17,20,12,12,36,14,47,37,6,22,64,19,14,16,27,48,6,6,12,13,32,7
chr1:147400501-147400510,58,31,29,14,54,25,67,52,22,33,81,35,38,28,42,81,12,20,27,33,51,22
chr1:147553651-147553660,23,15,18,12,24,8,26,28,10,7,39,17,27,16,19,14,8,16,12,15,25,10
chr1:147624551-147624560,33,21,7,10,36,14,37,29,4,9,34,14,15,3,25,37,9,8,14,4,23,11
chr1:147874551-147874560,5,13,7,0,4,1,6,4,3,2,22,2,2,5,7,8,1,6,6,8,12,3
chr1:147994151-147994160,29,8,9,3,25,9,57,49,4,8,62,8,12,24,29,68,3,9,13,17,27,7
chr1:147994201-147994210,42,6,20,5,34,17,71,66,6,16,99,12,14,34,42,96,6,15,19,24,37,14
chr1:147994251-147994260,42,5,15,5,34,16,71,56,7,19,77,16,11,26,36,92,6,12,11,14,22,14
chr1:147994301-147994310,37,14,15,6,28,13,59,43,6,13,76,25,11,25,37,82,8,14,17,17,27,16
chr1:147994351-147994360,28,14,14,5,19,10,39,30,4,10,46,17,7,16,23,48,7,8,14,14,18,11
chr1:148000501-148000510,48,29,12,13,39,14,59,47,10,14,63,8,18,27,37,56,1,18,7,7,17,10
chr1:148000551-148000560,47,29,17,12,49,14,62,53,17,14,64,10,18,29,36,57,1,22,9,12,21,11
chr1:148000601-148000610,49,30,15,12,50,13,59,63,10,10,60,7,21,28,42,54,2,21,9,11,24,12
chr1:148000651-148000660,52,30,17,12,55,14,62,64,10,11,63,7,27,28,42,55,2,22,11,16,25,12
chr1:148000701-148000710,56,40,20,15,63,15,68,69,12,14,70,10,28,26,46,66,2,25,14,21,29,16
chr1:148000751-148000760,58,33,18,16,66,17,70,75,9,10,59,7,28,27,51,70,3,21,10,12,24,14
chr1:148241501-148241510,21,15,8,6,31,11,26,23,6,12,37,9,13,5,22,36,5,6,14,8,21,5
chr1:148241551-148241560,31,25,10,13,45,14,37,26,8,14,48,13,15,10,27,40,9,9,15,12,28,8
chr1:148241601-148241610,38,34,14,13,52,14,36,30,8,14,60,19,18,15,26,38,12,8,16,18,37,9
chr1:148241651-148241660,23,20,11,12,30,7,22,20,7,13,36,12,14,9,22,32,8,7,11,14,28,9
chr1:148248051-148248060,21,13,17,13,31,7,31,27,7,15,48,13,16,9,19,22,5,16,9,15,17,3
chr1:148598401-148598410,24,24,5,10,29,8,40,34,11,14,46,14,26,11,21,57,7,12,11,15,16,5
chr1:148598451-148598460,25,18,4,8,29,11,38,35,13,14,42,10,24,15,25,53,8,11,10,15,16,4
chr1:148604901-148604910,15,19,9,8,18,6,24,22,5,9,20,8,14,15,13,31,7,11,11,11,16,7
chr1:148604951-148604960,22,24,13,9,28,13,36,28,8,16,45,12,15,15,18,37,9,12,12,12,19,12
chr1:148605001-148605010,17,19,13,9,25,13,33,25,8,14,51,8,18,15,15,31,8,9,8,14,22,5
chr1:148767001-148767010,8,12,7,4,11,8,10,10,3,10,27,3,10,6,9,4,1,5,6,14,17,4
chr1:148767051-148767060,6,8,7,2,6,8,6,6,3,10,38,10,4,7,3,4,3,2,11,11,23,10
chr1:149035401-149035410,44,35,27,22,33,9,43,22,30,13,23,16,63,24,32,25,18,23,26,27,24,22
chr1:149379601-149379610,47,27,22,19,52,20,53,56,21,38,83,21,36,35,36,72,6,15,25,22,37,14
chr1:149514101-149514110,22,21,6,11,11,10,15,12,3,4,29,8,9,7,5,20,6,11,11,9,9,6
chr1:149514151-149514160,21,20,5,10,9,11,13,9,3,7,14,6,8,6,3,20,4,11,10,9,9,7
chr1:149899751-149899760,47,29,26,7,40,13,41,29,7,22,85,23,28,25,32,47,8,22,27,35,45,20
chr1:150186001-150186010,31,22,18,6,28,17,25,16,10,11,38,19,15,14,21,20,7,14,26,18,41,11
chr1:150208501-150208510,71,60,44,21,80,33,75,66,16,36,139,41,40,28,47,61,35,46,56,47,71,24
chr1:150459801-150459810,37,29,37,12,38,17,56,32,10,26,53,38,32,26,33,51,12,28,34,32,48,22
chr1:150459851-150459860,33,30,32,14,35,24,44,30,8,14,52,25,28,23,26,43,13,24,23,28,42,15
